Loyalty#,Customer Name,TotalLifetimeValue,alert,Country,Province or State,City
410638.0,Elnora Corliss,65227.38,yes,United Kingdom,Brighton and Hove,Maldon Road
415731.0,Joslyn Baray,58306.89,yes,United Kingdom,Brighton and Hove,Bear Road
417777.0,Brenda Zagorac,50506.2,yes,United Kingdom,Bristol,The Crescent
423732.0,Mana Yorkman,73225.96,yes,United Kingdom,Reading,Ilkley Road
425170.0,Cyndi Kaaua,62325.38,yes,United Kingdom,Oxfordshire,Oxford
425631.0,Trula Basone,58152.1,yes,United Kingdom,West Midlands,Birmingham
434833.0,Glenn Leps,51800.4,yes,United Kingdom,Reading,Robindale Avenue
437413.0,Tyesha Lorusso,76993.9,yes,United Kingdom,Oxfordshire,Oxford
447193.0,Mee Zolla,53214.600000000006,yes,United Kingdom,West Midlands,Birmingham
451371.0,Loni Slark,115337.58,yes,United Kingdom,Greater London,London
453729.0,Luis Rudnitski,53686.24,yes,United Kingdom,Greater London,London
454112.0,Michaele Sulikowski,66025.75,yes,United Kingdom,Bristol,The Crescent
454237.0,Yajaira Coody,59088.44,yes,United Kingdom,Brighton and Hove,Franklin Street
454676.0,Barrett Mcmannus,73225.96,yes,United Kingdom,West Midlands,Birmingham
460607.0,Dana Hewell,86434.44,yes,United Kingdom,Bristol,The Crescent
464907.0,Alice Briere,72115.08,yes,United Kingdom,Greater London,London
473255.0,Joella Rajaniemi,94232.79,yes,United Kingdom,Greater London,London
487378.0,Kyle Pedelty,52811.49,yes,United Kingdom,Brighton and Hove,Mafeking Road
487572.0,Harry Zampedri,64771.31999999999,yes,United Kingdom,Brighton and Hove,Mafeking Road
496825.0,Marlin Dobberstein,109410.9,yes,United Kingdom,Greater London,London
498011.0,Curt Lorge,96713.92,yes,United Kingdom,Greater London,London
501164.0,Rosa Handing,78066.16,yes,United Kingdom,Greater London,London
509594.0,Ena Gottleber,52261.71,yes,United Kingdom,Bristol,Lower Cheltenham Place
512919.0,Jenniffer Iams,154076.11000000002,yes,United Kingdom,Oxfordshire,Oxford
512919.0,Jenniffer Iams,154076.11000000002,yes,United Kingdom,Brighton and Hove,Maldon Road
513600.0,Valencia Gramby,69426.45000000001,yes,United Kingdom,Brighton and Hove,Mafeking Road
514727.0,Derrick Guarini,69862.0,yes,United Kingdom,Greater London,London
516863.0,Evan Chernoff,51661.82,yes,United Kingdom,Oxfordshire,Oxford
521056.0,Keren Stec,50929.64,yes,United Kingdom,Brighton and Hove,Eley Drive
521214.0,Daria Kuhnle,85478.88,yes,United Kingdom,Brighton and Hove,Maldon Road
522721.0,Jeanmarie Sossamon,96433.95,yes,United Kingdom,West Midlands,Birmingham
530666.0,Russell Stanzak,69671.55,yes,United Kingdom,Reading,Ilkley Road
533187.0,Jacquiline Chambers,51624.18000000001,yes,United Kingdom,Buckinghamshire,Milton Keynes
541371.0,Tammie Blackbum,52394.82,yes,United Kingdom,West Midlands,Birmingham
547997.0,Concetta Toda,70890.09,yes,United Kingdom,Luton,Carlton Crescent
556232.0,Deborah Vanproosdy,71560.25,yes,United Kingdom,Brighton and Hove,Eley Drive
558324.0,Virgie Jaworski,52033.06,yes,United Kingdom,West Midlands,Birmingham
558841.0,Charita Burdex,69222.76,yes,United Kingdom,West Midlands,Birmingham
559666.0,Faviola Tadeo,51016.07,yes,United Kingdom,West Midlands,Birmingham
565334.0,Clinton Katzen,102675.82,yes,United Kingdom,Greater London,London
566459.0,Eliz Valerie,53140.68,yes,United Kingdom,West Midlands,Birmingham
568503.0,Candice Bertschy,99839.31,yes,United Kingdom,Greater London,London
573055.0,Chadwick Vetterick,59585.86,yes,United Kingdom,Greater London,London
576692.0,Janina Smolinsky,53368.97,yes,United Kingdom,Greater London,London
576692.0,Janina Smolinsky,53368.97,yes,United Kingdom,Reading,Mayfield Drive
576806.0,Hildegard Mezzenga,58146.67999999999,yes,United Kingdom,Brighton and Hove,Bear Road
579110.0,Chelsie Seubert,53879.02,yes,United Kingdom,Hampshire,Southampton
590484.0,Rogelio Gossman,71701.2,yes,United Kingdom,Greater London,London
591297.0,Beatriz Feig,64949.54,yes,United Kingdom,Buckinghamshire,Milton Keynes
592984.0,Suk Knicely,58594.66,yes,United Kingdom,Greater London,London
593924.0,Vi Dibella,70407.14,yes,United Kingdom,Brighton and Hove,Franklin Street
595009.0,Noma Kilman,127684.88999999998,yes,United Kingdom,Reading,Back Lane
596890.0,Annabell Dereu,58166.55,yes,United Kingdom,Oxfordshire,Oxford
602309.0,Kaycee Cheatam,58934.28,yes,United Kingdom,West Midlands,Birmingham
603123.0,Odis Gutzler,77700.6,yes,United Kingdom,West Midlands,Birmingham
603274.0,Johnathan Bellhouse,66946.7,yes,United Kingdom,Oxfordshire,Oxford
611804.0,Ranee Perrigan,66997.31999999999,yes,United Kingdom,Buckinghamshire,Milton Keynes
618479.0,Sean Underkofler,94232.79,yes,United Kingdom,Hampshire,Southampton
623662.0,Shay Hladek,63033.02,yes,United Kingdom,Greater London,London
629066.0,Hailey Gronquist,55129.48,yes,United Kingdom,Brighton and Hove,Eley Drive
629775.0,Corliss Sordia,83369.06999999999,yes,United Kingdom,West Midlands,Birmingham
629879.0,Tama Coronado,61403.16,yes,United Kingdom,Greater London,London
635996.0,Ayana Balaban,60885.08,yes,United Kingdom,Reading,Mayfield Drive
638781.0,Lashon Mickens,62527.8,yes,United Kingdom,Shropshire,Telford
641571.0,Erasmo Timko,59511.93000000001,yes,United Kingdom,Reading,Robindale Avenue
642199.0,Antoine Bellazer,69885.18000000001,yes,United Kingdom,Bristol,Lower Cheltenham Place
655262.0,Sudie Permann,70125.3,yes,United Kingdom,Greater London,London
661993.0,Zelma Cruickshank,52692.18,yes,United Kingdom,Oxfordshire,Oxford
663604.0,Carmelia Arollo,84925.94,yes,United Kingdom,West Midlands,Birmingham
663748.0,Brady Zeltner,53635.31,yes,United Kingdom,West Midlands,Birmingham
668196.0,Diamond Cordova,61134.68,yes,United Kingdom,Hampshire,Southampton
675326.0,Kami Toper,52244.26,yes,United Kingdom,Hampshire,Southampton
675442.0,Ninfa Deforge,56643.95,yes,United Kingdom,West Midlands,Birmingham
679521.0,Guy Synan,71889.42,yes,United Kingdom,Shropshire,Telford
683120.0,Takako Storks,55579.38,yes,United Kingdom,Bristol,The Crescent
704283.0,Jonas Peatry,69504.42,yes,United Kingdom,Hampshire,Southampton
717007.0,Tam Kachel,83670.18000000001,yes,United Kingdom,Reading,Back Lane
728911.0,Starr Rantanen,50568.26,yes,United Kingdom,Buckinghamshire,Milton Keynes
735579.0,Danielle Gourdine,55332.6,yes,United Kingdom,West Midlands,Birmingham
735675.0,Helena Donato,57482.97,yes,United Kingdom,Bristol,Lower Cheltenham Place
737533.0,Liz Lyon,83325.38,yes,United Kingdom,Reading,Mayfield Drive
741123.0,Edward Renning,72115.08,yes,United Kingdom,Oxfordshire,Oxford
750659.0,Tamesha Winkle,50929.64,yes,United Kingdom,Oxfordshire,Oxford
752696.0,Vernita Stebner,57371.66,yes,United Kingdom,Oxfordshire,Oxford
754254.0,Noel Napoli,50781.1,yes,United Kingdom,Greater London,London
756266.0,Concepcion Kimmerle,60316.47,yes,United Kingdom,Oxfordshire,Oxford
756266.0,Concepcion Kimmerle,60316.47,yes,United Kingdom,West Midlands,Birmingham
758695.0,Maisie Carkhuff,55246.81,yes,United Kingdom,Brighton and Hove,Maldon Road
766412.0,Dulce Taney,55277.45,yes,United Kingdom,West Midlands,Birmingham
769221.0,Rina Marcy,116414.26,yes,United Kingdom,Reading,Robindale Avenue
776187.0,Janina Lumb,86782.54000000001,yes,United Kingdom,Greater London,London
777464.0,Elza Jeffords,137125.95,yes,United Kingdom,Greater London,London
779309.0,Maxine Locken,51337.91,yes,United Kingdom,Brighton and Hove,Maldon Road
779549.0,Isabelle Ficker,83325.38,yes,United Kingdom,West Midlands,Birmingham
784385.0,Avery Asevedo,66559.54,yes,United Kingdom,Buckinghamshire,Milton Keynes
791387.0,Katherin Gulston,52401.66,yes,United Kingdom,Brighton and Hove,Eley Drive
795600.0,Shana Buitrago,54886.94,yes,United Kingdom,Brighton and Hove,Maldon Road
795849.0,Verdie Andrino,76394.45999999999,yes,United Kingdom,Buckinghamshire,Milton Keynes
795947.0,Jamey Niederhaus,77421.18000000001,yes,United Kingdom,Brighton and Hove,Mafeking Road
796089.0,Claudine Rathgeb,50939.4,yes,United Kingdom,Buckinghamshire,Milton Keynes
810767.0,Monique Feneis,57371.66,yes,United Kingdom,Greater London,London
810902.0,Kathaleen Noeldner,78730.6,yes,United Kingdom,West Midlands,Birmingham
814287.0,Valeria Minshew,78660.09,yes,United Kingdom,Greater London,London
834716.0,Shea Hanks,98320.82,yes,United Kingdom,Brighton and Hove,Eley Drive
839504.0,Margret Dwight,70476.73999999999,yes,United Kingdom,Brighton and Hove,Franklin Street
840932.0,Shauna Buerkle,120672.03,yes,United Kingdom,Greater London,London
841378.0,Chase Mccrone,66946.7,yes,United Kingdom,Reading,Ilkley Road
844941.0,Joel Autaubo,73032.1,yes,United Kingdom,Buckinghamshire,Milton Keynes
846718.0,Dovie Flavell,74771.36,yes,United Kingdom,Oxfordshire,Oxford
851277.0,Jacinto Knicely,83575.8,yes,United Kingdom,Greater London,London
851848.0,Donella Peeden,74487.26,yes,United Kingdom,Brighton and Hove,Eley Drive
852701.0,Elke Holdy,100420.05,yes,United Kingdom,Oxfordshire,Oxford
852914.0,Justin Rohland,68606.45,yes,United Kingdom,Greater London,London
859928.0,Margie Pallante,61893.45,yes,United Kingdom,West Midlands,Birmingham
866774.0,Jade Hesselink,51199.81,yes,United Kingdom,West Midlands,Birmingham
867300.0,Chong Weinreich,104793.0,yes,United Kingdom,Oxfordshire,Oxford
867911.0,Martine Layman,64270.92,yes,United Kingdom,Oxfordshire,Oxford
872062.0,Elida Crapse,66653.91,yes,United Kingdom,Greater London,London
873791.0,Chase Resek,55608.64,yes,United Kingdom,Greater London,London
876793.0,Chadwick Saidi,58099.42,yes,United Kingdom,Reading,Mayfield Drive
877871.0,Cyril Lipphardt,61437.62,yes,United Kingdom,Brighton and Hove,Eley Drive
881130.0,Vasiliki Verduzco,58594.66,yes,United Kingdom,Buckinghamshire,Milton Keynes
882633.0,Roxie Uecker,53023.2,yes,United Kingdom,Reading,Robindale Avenue
882975.0,Delbert Simonett,58824.58,yes,United Kingdom,Greater London,London
888976.0,Reynalda Eglinton,51614.12,yes,United Kingdom,Greater London,London
892250.0,Tajuana Teskey,67907.27,yes,United Kingdom,Buckinghamshire,Milton Keynes
899542.0,Millicent Hassian,51614.12,yes,United Kingdom,West Midlands,Birmingham
900451.0,Brent Mcredmond,80448.02,yes,United Kingdom,Oxfordshire,Oxford
902966.0,Norah Servoss,89627.44,yes,United Kingdom,Greater London,London
912968.0,Katrice Wash,81377.06,yes,United Kingdom,Greater London,London
922942.0,Rusty Kniffin,63869.24,yes,United Kingdom,Greater London,London
925796.0,Marci Slessman,148457.04,yes,United Kingdom,Greater London,London
932710.0,Tyra Tovar,116663.7,yes,United Kingdom,Hampshire,Southampton
934952.0,Gisela Shauer,50502.28,yes,United Kingdom,Hampshire,Southampton
936044.0,Lue Grove,65375.06999999999,yes,United Kingdom,Greater London,London
955138.0,Augusta Buttaro,91035.57,yes,United Kingdom,West Midlands,Birmingham
957949.0,Terina Bohne,50568.26,yes,United Kingdom,Greater London,London
959793.0,Darrin Dierking,100163.81,yes,United Kingdom,Reading,Mayfield Drive
962038.0,Bryan Mccuaig,64042.8,yes,United Kingdom,Buckinghamshire,Milton Keynes
972666.0,Lieselotte Robson,52399.06,yes,United Kingdom,Brighton and Hove,Eley Drive
972958.0,Natividad Bystrom,56656.94,yes,United Kingdom,Reading,Robindale Avenue
973035.0,Maurice Sissel,52677.18,yes,United Kingdom,West Midlands,Birmingham
976131.0,Arnita Luczkowiak,51280.48,yes,United Kingdom,West Midlands,Birmingham
978081.0,Angle Petras,70784.04000000001,yes,United Kingdom,Buckinghamshire,Milton Keynes
984436.0,Mario Ladeau,56675.94,yes,United Kingdom,Bristol,The Crescent
986764.0,Johnie Zachery,76110.42,yes,United Kingdom,Reading,Back Lane
996387.0,Tamekia Berber,52795.84,yes,United Kingdom,Greater London,London
996387.0,Tamekia Berber,52795.84,yes,United Kingdom,Brighton and Hove,Maldon Road
