Loyalty#,Customer Name,TotalLifetimeValue,alert,Country,Province or State,City
376484.0,Katina Kitz,50417.29,yes,Germany,Sachsen,Dresden
378554.0,Olen Livermon,52907.88,yes,Germany,Rheinland-Pfalz,Mainz
382019.0,Clay Hilbun,59865.78,yes,Germany,Baden-Wurttemberg,Mannheim
383273.0,Sheryl Pettes,74321.95000000001,yes,Germany,Baden-Wurttemberg,Leonberg
389184.0,Golden Sehl,52256.12,yes,Germany,Bayern,Aachen
395324.0,Cristin Wommack,51471.63,yes,Germany,Hamburg,Hamburg
404645.0,Tina Wasylow,93665.25,yes,Germany,Bayern,Munchen
405574.0,Devin Grenier,56902.05,yes,Germany,Nordrhein-Westfalen,Dusseldorf
412734.0,Aiko Smethers,60332.52,yes,Germany,Nordrhein-Westfalen,Dusseldorf
412734.0,Aiko Smethers,60332.52,yes,Germany,Rheinland-Pfalz,Mainz
419545.0,Mignon Almanza,127388.91,yes,Germany,Hessen,Frankfurt
428274.0,Jeffie Yingst,62838.56999999999,yes,Germany,Sachsen-Anhalt,Magdeburg
429142.0,Hildegarde Renaud,57759.09,yes,Germany,Niedersachsen,Hannover
429818.0,Minna Herauf,50637.07000000001,yes,Germany,Sachsen,Dresden
435166.0,Cristi Leggs,52447.62,yes,Germany,Mecklenburg-Vorpommern,Solingen
441422.0,Marylyn Worrel,87112.44,yes,Germany,Hessen,Frankfurt
444092.0,Dannette Cureton,52202.81,yes,Germany,Sachsen-Anhalt,Magdeburg
445965.0,Natasha Namihira,83575.8,yes,Germany,Sachsen-Anhalt,Magdeburg
446033.0,Samella Resek,55277.45,yes,Germany,Nordrhein-Westfalen,Dusseldorf
446289.0,Joanne Rogers,54990.84,yes,Germany,Nordrhein-Westfalen,Dusseldorf
446478.0,Merilyn Benson,51610.54,yes,Germany,Hessen,Frankfurt
447835.0,Valery Karty,51661.82,yes,Germany,Nordrhein-Westfalen,Dortmund
454089.0,Jamie Suomela,73892.12,yes,Germany,Bremen,Bremen
464036.0,Shemeka Paglio,54765.64,yes,Germany,Bremen,Bremen
467263.0,Brittaney Carriere,121112.38,yes,Germany,Bayern,Nurnberg
467473.0,Sherry Blatti,57022.06,yes,Germany,Bayern,Nurnberg
468494.0,Fawn Rowton,85306.92,yes,Germany,Hessen,Frankfurt
470271.0,Elda Amas,82666.01000000001,yes,Germany,Bayern,Munchen
470271.0,Elda Amas,82666.01000000001,yes,Germany,Hessen,Frankfurt
470619.0,Kirby Haggan,55552.58,yes,Germany,Bayern,Munchen
472921.0,Mario Mundschenk,68595.41,yes,Germany,Hamburg,Hamburg
501131.0,Michael Derenthal,106559.42,yes,Germany,Baden-Wurttemberg,Leonberg
508135.0,Chanda Ellerby,83325.38,yes,Germany,Niedersachsen,Hannover
509517.0,Vanessa Patrin,58819.08,yes,Germany,Bremen,Bremen
512056.0,Wyatt Kielty,60015.79,yes,Germany,Baden-Wurttemberg,Mannheim
514175.0,Toby Gehri,64634.06,yes,Germany,Bayern,Munchen
515524.0,Tynisha Starcic,99864.48,yes,Germany,Bayern,Munchen
519121.0,Carlita Dorset,74228.52,yes,Germany,Berlin,Berlin
521214.0,Daria Kuhnle,85478.88,yes,Germany,Bayern,Landshut
522469.0,Sherita Karpinsky,65554.6,yes,Germany,Bayern,Aachen
523122.0,Ming Satmary,61491.92,yes,Germany,Bayern,Munchen
525052.0,Zada Rackham,90424.86,yes,Germany,Berlin,Berlin
526003.0,Daniella Fantauzzi,71333.43000000001,yes,Germany,Baden-Wurttemberg,Leonberg
528061.0,Shala Kint,57713.100000000006,yes,Germany,Sachsen,Dresden
534452.0,Kum Hanses,64701.740000000005,yes,Germany,Bayern,Landshut
547997.0,Concetta Toda,70890.09,yes,Germany,Hessen,Frankfurt
552475.0,Dusty Buskirk,51510.56,yes,Germany,Bayern,Munchen
552833.0,Earlean Babonis,77492.73,yes,Germany,Bayern,Munchen
556006.0,Laurene Curto,52785.72,yes,Germany,Nordrhein-Westfalen,Bonn
569523.0,Nu Verhagen,56238.58,yes,Germany,Baden-Wurttemberg,Mannheim
572267.0,Mitsue Whiteis,50534.89,yes,Germany,Hessen,Frankfurt
573268.0,Latoyia Rauhecker,70125.3,yes,Germany,Berlin,Berlin
574668.0,Evelina Tsinnie,71333.43000000001,yes,Germany,Hamburg,Hamburg
581817.0,Therese Ramagano,78592.23,yes,Germany,Nordrhein-Westfalen,Dusseldorf
582984.0,Cinda Zaragosa,82983.48,yes,Germany,Nordrhein-Westfalen,Krefeld
587834.0,Coral Andruzzi,52692.18,yes,Germany,Hessen,Frankfurt
589530.0,Michael Homans,56210.44,yes,Germany,Bayern,Munchen
598360.0,Beula Schexnayder,51697.66,yes,Germany,Sachsen,Dresden
600432.0,Norbert Mertes,51180.880000000005,yes,Germany,Mecklenburg-Vorpommern,Solingen
602780.0,Sheri Nava,50568.26,yes,Germany,Baden-Wurttemberg,Mannheim
605757.0,Aaron Nardino,123700.38,yes,Germany,Hamburg,Hamburg
609978.0,Dorian Sulentic,80190.18000000001,yes,Germany,Bremen,Bremen
609999.0,Jacquie Lasko,56196.600000000006,yes,Germany,Bayern,Munchen
630202.0,Adell Willits,109410.9,yes,Germany,Hessen,Frankfurt
637522.0,Conchita Huckabaa,74228.52,yes,Germany,Niedersachsen,Hannover
643532.0,Ladawn Setler,60290.67,yes,Germany,Baden-Wurttemberg,Mannheim
648932.0,Blanche Andress,64900.78,yes,Germany,Hessen,Frankfurt
651097.0,Macy Boldue,106109.2,yes,Germany,Berlin,Berlin
654068.0,Devin Carratala,63517.17,yes,Germany,Hessen,Frankfurt
667275.0,Dalila Laurenitis,71932.46,yes,Germany,Bayern,Munchen
667789.0,Soo Gushiken,73795.6,yes,Germany,Bayern,Landshut
668398.0,Charla Smoak,86038.02,yes,Germany,Sachsen-Anhalt,Magdeburg
668572.0,Kyla Shauer,61491.92,yes,Germany,Sachsen-Anhalt,Magdeburg
676279.0,Jonnie Guagenti,52401.66,yes,Germany,Bayern,Nurnberg
680280.0,Shanna Debiasi,54860.28,yes,Germany,Sachsen-Anhalt,Magdeburg
680614.0,Luella Borum,58634.45,yes,Germany,Hamburg,Hamburg
680614.0,Luella Borum,58634.45,yes,Germany,Nordrhein-Westfalen,Koln
695091.0,Brian Haller,84985.41,yes,Germany,Nordrhein-Westfalen,Dusseldorf
697459.0,Jestine Esker,80291.49,yes,Germany,Baden-Wurttemberg,Mannheim
698063.0,Lorena Buttars,65922.3,yes,Germany,Berlin,Berlin
699895.0,Toni Cortwright,51614.12,yes,Germany,Rheinland-Pfalz,Mainz
703585.0,Angele Svare,89590.94,yes,Germany,Bayern,Munchen
709087.0,Margarita Talford,63869.24,yes,Germany,Berlin,Berlin
719584.0,Rea Kinghorn,50720.2,yes,Germany,Nordrhein-Westfalen,Krefeld
720475.0,Loyd Montesino,55579.38,yes,Germany,Nordrhein-Westfalen,Dortmund
721613.0,Jana Dusik,63516.7,yes,Germany,Sachsen-Anhalt,Magdeburg
733725.0,Stuart Veron,54984.84,yes,Germany,Hessen,Russelsheim
743589.0,Sheree Tabuena,95762.31,yes,Germany,Hessen,Frankfurt
747442.0,Boyd Phuong,74444.04,yes,Germany,Berlin,Berlin
747442.0,Boyd Phuong,74444.04,yes,Germany,Nordrhein-Westfalen,Bochum
752647.0,Leonardo Guereca,62323.5,yes,Germany,Bayern,Munchen
776443.0,Mandie Hamblin,70217.32,yes,Germany,Niedersachsen,Hannover
779814.0,Stephaine Berey,62821.86,yes,Germany,Sachsen,Dresden
781219.0,Elenore Restifo,188964.84,yes,Germany,Hessen,Frankfurt
782261.0,Charlie Vrias,52811.49,yes,Germany,Bayern,Landshut
784323.0,Lucilla Hadson,83575.8,yes,Germany,Nordrhein-Westfalen,Bonn
784709.0,Claude Rendell,57349.71,yes,Germany,Berlin,Berlin
787802.0,Fonda Klocke,70027.08,yes,Germany,Hamburg,Hamburg
789079.0,Russ Zuniga,64255.08,yes,Germany,Hessen,Frankfurt
795378.0,Omar Dugo,64454.16,yes,Germany,Bayern,Munchen
795707.0,Albert Gearn,93610.44,yes,Germany,Berlin,Berlin
799553.0,Dayna Dsouza,64209.4,yes,Germany,Bayern,Munchen
801841.0,Ollie Grecco,63369.36,yes,Germany,Baden-Wurttemberg,Freiburg
809024.0,Preston Dobb,50067.4,yes,Germany,Mecklenburg-Vorpommern,Solingen
811677.0,Lavina Caswell,72458.82,yes,Germany,Baden-Wurttemberg,Leonberg
814489.0,Ken Risto,55875.5,yes,Germany,Nordrhein-Westfalen,Krefeld
816035.0,Syble Benedix,100420.05,yes,Germany,Bayern,Munchen
816962.0,Enoch Burau,67941.66,yes,Germany,Bayern,Landshut
818823.0,Arthur Handsaker,57599.9,yes,Germany,Hessen,Frankfurt
825467.0,Bea Briggman,71220.36,yes,Germany,Hamburg,Hamburg
829795.0,Mozell Guzon,67907.27,yes,Germany,Nordrhein-Westfalen,Dusseldorf
830937.0,Nathalie Brunkhorst,53791.8,yes,Germany,Bayern,Munchen
834716.0,Shea Hanks,98320.82,yes,Germany,Nordrhein-Westfalen,Bonn
839142.0,Kam Dercole,52466.61,yes,Germany,Nordrhein-Westfalen,Dusseldorf
839504.0,Margret Dwight,70476.73999999999,yes,Germany,Bremen,Bremen
845558.0,Azucena Hasenfuss,57648.12,yes,Germany,Hessen,Frankfurt
858613.0,Logan Espiridion,78259.89,yes,Germany,Nordrhein-Westfalen,Bonn
858613.0,Logan Espiridion,78259.89,yes,Germany,Berlin,Berlin
865220.0,Kaleigh Mincey,63303.63,yes,Germany,Bremen,Bremen
867863.0,Stacey Loeblein,70407.14,yes,Germany,Nordrhein-Westfalen,Krefeld
873791.0,Chase Resek,55608.64,yes,Germany,Hessen,Frankfurt
875450.0,Anisha Neihart,50602.58,yes,Germany,Mecklenburg-Vorpommern,Schwerin
875450.0,Anisha Neihart,50602.58,yes,Germany,Hessen,Frankfurt
880899.0,Merlin Guler,62469.78,yes,Germany,Baden-Wurttemberg,Mannheim
888982.0,Danial Sima,116333.1,yes,Germany,Sachsen-Anhalt,Magdeburg
895040.0,Sarah Nakai,172561.5,yes,Germany,Rheinland-Pfalz,Mainz
895661.0,Kay Wayman,55859.92,yes,Germany,Nordrhein-Westfalen,Dusseldorf
898307.0,Marcy Quiros,63516.7,yes,Germany,Bayern,Munchen
899720.0,Kina Forbes,61140.21,yes,Germany,Hessen,Frankfurt
906237.0,Cleta Cardazone,80471.94,yes,Germany,Hessen,Frankfurt
911113.0,Annabelle Andina,64139.76,yes,Germany,Rheinland-Pfalz,Mainz
916821.0,Jeanna Pruzansky,63477.9,yes,Germany,Hessen,Frankfurt
924630.0,Jordan Brazington,63640.670000000006,yes,Germany,Brandenburg,Potsdam
930100.0,Herlinda Baswell,84778.02,yes,Germany,Nordrhein-Westfalen,Dusseldorf
933978.0,Blanche Rossotto,53460.12,yes,Germany,Nordrhein-Westfalen,Koln
934952.0,Gisela Shauer,50502.28,yes,Germany,Nordrhein-Westfalen,Krefeld
935671.0,Teodora Lammert,50929.64,yes,Germany,Nordrhein-Westfalen,Dusseldorf
937211.0,Santa Cucinotta,63722.81999999999,yes,Germany,Hessen,Frankfurt
948241.0,Kelley Sherbo,98442.86,yes,Germany,Berlin,Berlin
951067.0,Rae Duracher,72558.72,yes,Germany,Nordrhein-Westfalen,Bonn
956143.0,Laura Wendling,52453.59,yes,Germany,Berlin,Berlin
961331.0,Coletta Memolo,60209.67,yes,Germany,Bremen,Bremen
967533.0,Kortney Onnen,72560.64,yes,Germany,Baden-Wurttemberg,Leonberg
969233.0,Nichelle Rattliff,82694.22,yes,Germany,Hamburg,Hamburg
975137.0,Sabina Blews,62012.87,yes,Germany,Bayern,Munchen
975545.0,Celesta Compagna,64618.76,yes,Germany,Rheinland-Pfalz,Mainz
976269.0,Lowell Fringer,58536.0,yes,Germany,Hessen,Frankfurt
977490.0,Hailey Herek,53650.2,yes,Germany,Berlin,Berlin
977490.0,Hailey Herek,53650.2,yes,Germany,Bremen,Bremen
986705.0,Many Motamedi,57022.06,yes,Germany,Hamburg,Hamburg
988201.0,Brigida Charest,57244.62,yes,Germany,Bayern,Aachen
990883.0,Sharonda Pietrzykowski,60556.19,yes,Germany,Hessen,Frankfurt
994108.0,Ozella Gesinski,50929.64,yes,Germany,Niedersachsen,Hannover
995304.0,Arlean Staheli,105610.71,yes,Germany,Bremen,Bremen
