Loyalty#,Customer Name,TotalLifetimeValue,alert,Country,Province or State,City
434807.0,Mica Kightlinger,78057.61,yes,Canada,Alberta,Edmonton
435249.0,Shantell Karen,55552.58,yes,Canada,Alberta,Edmonton
440595.0,Terrie Lichter,74487.26,yes,Canada,British Columbia,Vancouver
444092.0,Dannette Cureton,52202.81,yes,Canada,British Columbia,Vancouver
444092.0,Dannette Cureton,52202.81,yes,Canada,Quebec,Tremblant
460673.0,Florencio Rakow,63413.86,yes,Canada,Ontario,Ottawa
462174.0,Marlyn Hon,86053.04,yes,Canada,Quebec,Montreal
467359.0,Samara Catano,56864.0,yes,Canada,Manitoba,Winnipeg
471098.0,Azucena Henninger,119320.98,yes,Canada,Quebec,Montreal
472921.0,Mario Mundschenk,68595.41,yes,Canada,Saskatchewan,Regina
475009.0,Rosalinda Mannick,55579.38,yes,Canada,Quebec,Tremblant
486075.0,Maryann Chiang,66946.7,yes,Canada,Ontario,Toronto
487070.0,Valery Gradle,51800.4,yes,Canada,New Brunswick,Moncton
494515.0,Divina Goettsche,55360.740000000005,yes,Canada,British Columbia,Dawson Creek
495253.0,Petra Rieu,66025.75,yes,Canada,British Columbia,Whistler
497854.0,Miss Isabella,151704.78,yes,Canada,Ontario,Kingston
501131.0,Michael Derenthal,106559.42,yes,Canada,New Brunswick,Fredericton
504260.0,Amos Berberich,51510.56,yes,Canada,Alberta,Calgary
517739.0,Marlena Romesburg,74103.72,yes,Canada,Nova Scotia,Halifax
518677.0,Josephine Drawhorn,76757.19,yes,Canada,Ontario,Toronto
522677.0,Curt Divan,57265.02,yes,Canada,British Columbia,Vancouver
529331.0,Shavonne Bakos,98442.86,yes,Canada,Ontario,Toronto
530666.0,Russell Stanzak,69671.55,yes,Canada,Nova Scotia,Halifax
531290.0,Alane Grether,50720.2,yes,Canada,British Columbia,Vancouver
532419.0,Jimmy Dellasciucca,76993.9,yes,Canada,British Columbia,Dawson Creek
534452.0,Kum Hanses,64701.740000000005,yes,Canada,Quebec,Montreal
539505.0,Mirna Hoblit,78800.38,yes,Canada,British Columbia,Dawson Creek
540548.0,Jong Henneman,93610.44,yes,Canada,Ontario,Toronto
545534.0,Maryln Dormer,72362.06,yes,Canada,Quebec,Hull
546736.0,Carmela Buffa,56972.14,yes,Canada,British Columbia,Vancouver
546773.0,Danyel Arquitt,105622.98,yes,Canada,British Columbia,Vancouver
553956.0,Jarred Solanki,68180.08,yes,Canada,Quebec,Montreal
555576.0,Charles Pekar,52394.82,yes,Canada,British Columbia,West Vancouver
557880.0,Donella Pradel,96433.95,yes,Canada,Quebec,Quebec City
561722.0,Valeri Pattum,55780.12,yes,Canada,Quebec,Quebec City
566374.0,Heriberto Teixeira,51016.07,yes,Canada,New Brunswick,Moncton
572073.0,Gary Sipriano,52361.62,yes,Canada,Ontario,Toronto
572547.0,Katherin Varriano,51614.12,yes,Canada,British Columbia,West Vancouver
576692.0,Janina Smolinsky,53368.97,yes,Canada,Manitoba,Winnipeg
592003.0,Cletus Chafe,73225.96,yes,Canada,New Brunswick,Fredericton
592992.0,Jacinto Mcgranor,78264.23000000001,yes,Canada,Ontario,Trenton
598360.0,Beula Schexnayder,51697.66,yes,Canada,Manitoba,Winnipeg
600432.0,Norbert Mertes,51180.880000000005,yes,Canada,Quebec,Quebec City
602585.0,Astrid Hoy,58465.38,yes,Canada,Quebec,Hull
605184.0,Nella Sabe,60304.95,yes,Canada,Quebec,Montreal
605787.0,Roy Joshlin,58801.35,yes,Canada,Ontario,Trenton
609778.0,Hilaria Manteca,53686.24,yes,Canada,Ontario,Toronto
612144.0,Vernita Cruff,64618.76,yes,Canada,Saskatchewan,Regina
615131.0,Daphine Honts,55980.54,yes,Canada,Quebec,Montreal
615459.0,Dannie Paplow,83325.38,yes,Canada,Quebec,Montreal
617296.0,Eric Serpa,66559.54,yes,Canada,Saskatchewan,Regina
617489.0,Gala Etulain,56676.91,yes,Canada,Ontario,Thunder Bay
617489.0,Gala Etulain,56676.91,yes,Canada,Quebec,Montreal
618524.0,Jen Titsworth,58753.88,yes,Canada,Ontario,Toronto
620969.0,Lucius Iacopino,57482.97,yes,Canada,Ontario,Ottawa
622019.0,Gala Crellin,58594.66,yes,Canada,Saskatchewan,Regina
640285.0,Philomena Moallankamp,71968.2,yes,Canada,Quebec,Montreal
642031.0,Somer Pawlowski,51337.91,yes,Canada,British Columbia,Vancouver
642323.0,Jessica Mckeller,52811.49,yes,Canada,Ontario,Toronto
643300.0,Susanna Kosanovic,86053.04,yes,Canada,British Columbia,Victoria
644017.0,Karissa Nordlie,74223.32,yes,Canada,Ontario,Toronto
644265.0,Janetta Meserve,57482.97,yes,Canada,Ontario,Toronto
644865.0,Cyndy Newall,57371.66,yes,Canada,Ontario,Toronto
647956.0,Latashia Aguilar,61431.33,yes,Canada,British Columbia,Dawson Creek
648455.0,Son Trotty,72115.08,yes,Canada,Alberta,Edmonton
649194.0,Elliot Garity,91301.94,yes,Canada,Ontario,Toronto
651097.0,Macy Boldue,106109.2,yes,Canada,Ontario,Kingston
651377.0,Ranee Brackemyre,59946.84,yes,Canada,Ontario,Ottawa
652627.0,Ariane Peyton,166650.76,yes,Canada,Manitoba,Winnipeg
661502.0,Leonie Yusef,65286.16,yes,Canada,Manitoba,Winnipeg
662272.0,Nikole Holbert,64874.1,yes,Canada,New Brunswick,Fredericton
667275.0,Dalila Laurenitis,71932.46,yes,Canada,British Columbia,Victoria
670002.0,Taina Wendolski,59511.93000000001,yes,Canada,Quebec,Tremblant
670666.0,Darcey Caldarone,83575.8,yes,Canada,Ontario,Kingston
671803.0,Dennis Bedre,88936.04,yes,Canada,British Columbia,Victoria
672917.0,Tam Whyte,58166.55,yes,Canada,Ontario,Toronto
674327.0,Melba Kucharski,54195.81,yes,Canada,British Columbia,West Vancouver
675419.0,Tuyet Wackenheim,78800.38,yes,Canada,Ontario,Toronto
675442.0,Ninfa Deforge,56643.95,yes,Canada,Ontario,Thunder Bay
678205.0,Genna Podwoski,58550.73,yes,Canada,Ontario,London
678205.0,Genna Podwoski,58550.73,yes,Canada,New Brunswick,Moncton
678205.0,Genna Podwoski,58550.73,yes,Canada,Quebec,Hull
680886.0,Jamee Ahlm,67907.27,yes,Canada,Saskatchewan,Regina
688132.0,Angelique Truocchio,66946.7,yes,Canada,British Columbia,Vancouver
699751.0,Andre Nannie,62144.81999999999,yes,Canada,Ontario,Toronto
700474.0,Tracee Vorwald,83710.34,yes,Canada,New Brunswick,Fredericton
704149.0,Mora Arenos,51610.54,yes,Canada,Quebec,Montreal
709724.0,Nevada Hannaway,59179.88,yes,Canada,Ontario,Trenton
710029.0,Melda Schade,91417.3,yes,Canada,Ontario,Toronto
711680.0,Echo Seyal,52827.1,yes,Canada,Ontario,Toronto
717229.0,Jerome Pollutro,55875.5,yes,Canada,British Columbia,Vancouver
718491.0,Jae Hysell,54558.68,yes,Canada,Quebec,Montreal
733467.0,Johnie Milkent,75280.70999999999,yes,Canada,Ontario,Thunder Bay
737604.0,Kathryne Sabb,66946.7,yes,Canada,Quebec,Montreal
739352.0,Audrey Almos,56694.990000000005,yes,Canada,New Brunswick,Moncton
739781.0,Cassaundra Bernardo,58074.96,yes,Canada,Quebec,Hull
744181.0,Malcolm Moyerman,107952.3,yes,Canada,British Columbia,Victoria
746031.0,Owen Nowicki,94311.26,yes,Canada,Ontario,Trenton
747578.0,Gina Latourette,51171.46,yes,Canada,Alberta,Calgary
749430.0,Blair Heape,83575.8,yes,Canada,Manitoba,Winnipeg
755073.0,Alex Ziter,72586.3,yes,Canada,Manitoba,Winnipeg
755977.0,Dwana Ferran,58857.04,yes,Canada,Ontario,Toronto
758695.0,Maisie Carkhuff,55246.81,yes,Canada,Ontario,Ottawa
759551.0,Danille Watton,106320.42,yes,Canada,British Columbia,Vancouver
761305.0,Lily Beas,53371.23,yes,Canada,Quebec,Montreal
767366.0,Alana Sullinger,73225.96,yes,Canada,Quebec,Montreal
776187.0,Janina Lumb,86782.54000000001,yes,Canada,British Columbia,Vancouver
776443.0,Mandie Hamblin,70217.32,yes,Canada,Ontario,Toronto
776464.0,Marcie Lindquist,52925.52,yes,Canada,British Columbia,Vancouver
781219.0,Elenore Restifo,188964.84,yes,Canada,Alberta,Edmonton
784597.0,Matha Nakasone,64196.64,yes,Canada,Quebec,Quebec City
795446.0,Sharyn Vecchio,70888.62,yes,Canada,British Columbia,Whistler
798279.0,Jody Seamen,69862.0,yes,Canada,Ontario,Toronto
798533.0,Reginia Spieler,70648.82,yes,Canada,British Columbia,Vancouver
798869.0,Andrew Mosz,55277.45,yes,Canada,New Brunswick,Fredericton
801738.0,Sherrie Deitsch,115041.0,yes,Canada,Saskatchewan,Regina
805902.0,Ned Kertz,52999.71,yes,Canada,Ontario,Ottawa
808524.0,Bessie Letourneaux,63284.2,yes,Canada,Ontario,Toronto
809024.0,Preston Dobb,50067.4,yes,Canada,British Columbia,Vancouver
810668.0,Rey Therriault,52401.66,yes,Canada,British Columbia,Vancouver
813352.0,Brett Eskuchen,56786.66,yes,Canada,British Columbia,Dawson Creek
813620.0,Chuck Gist,53879.02,yes,Canada,Ontario,Ottawa
815796.0,Golda Silverberg,51526.82,yes,Canada,British Columbia,Vancouver
817288.0,Janay Quitter,54209.8,yes,Canada,Ontario,Toronto
817714.0,Shawnee Oakleaf,63606.62,yes,Canada,Quebec,Montreal
823567.0,Paulene Cuadra,70784.04000000001,yes,Canada,Nova Scotia,Halifax
823768.0,Mandy Sammarco,61850.19,yes,Canada,British Columbia,Vancouver
827215.0,Alethia Michon,67975.62,yes,Canada,Ontario,London
838263.0,Delaine Sitaca,67907.27,yes,Canada,Nova Scotia,Halifax
840659.0,Lakisha Pritchell,62443.5,yes,Canada,Alberta,Banff
841324.0,James Steege,52394.82,yes,Canada,New Brunswick,Fredericton
843378.0,Gerardo Remkus,59616.78,yes,Canada,Ontario,Thunder Bay
844145.0,Tabitha Simonds,74228.52,yes,Canada,Ontario,Toronto
846313.0,Ben Sary,52907.88,yes,Canada,Yukon,Whitehorse
846718.0,Dovie Flavell,74771.36,yes,Canada,Nova Scotia,Halifax
849510.0,Chaya Respass,121322.28,yes,Canada,Quebec,Montreal
856496.0,Laverne Sero,76993.9,yes,Canada,Ontario,Toronto
865429.0,Spencer Boe,58207.13,yes,Canada,Quebec,Tremblant
867289.0,Carmina Durig,72558.72,yes,Canada,Quebec,Montreal
868568.0,Porsche Baynham,57399.78,yes,Canada,British Columbia,Vancouver
869133.0,Alda Spruit,60371.61,yes,Canada,Ontario,Toronto
870120.0,Mack Cappetta,55579.38,yes,Canada,British Columbia,Whistler
873965.0,Titus Evon,54782.83,yes,Canada,Quebec,Montreal
900501.0,Genevieve Sayyed,61134.68,yes,Canada,Ontario,Sudbury
902966.0,Norah Servoss,89627.44,yes,Canada,Newfoundland,St. John's
905854.0,Neil Casivant,98883.45,yes,Canada,British Columbia,Kelowna
912633.0,Aleisha Andrino,189820.81,yes,Canada,British Columbia,Vancouver
912864.0,Nobuko Mcenroe,69222.76,yes,Canada,British Columbia,Victoria
919329.0,Hai Rubalcava,70610.25,yes,Canada,New Brunswick,Fredericton
923527.0,Jaleesa Rossler,72362.06,yes,Canada,British Columbia,Vancouver
924630.0,Jordan Brazington,63640.670000000006,yes,Canada,Alberta,Edmonton
925978.0,Loriann Wentzlaff,83789.88,yes,Canada,Nova Scotia,Halifax
928734.0,Paul Mchaney,64139.76,yes,Canada,Ontario,Kingston
936044.0,Lue Grove,65375.06999999999,yes,Canada,Saskatchewan,Regina
939238.0,Marty Newmeyer,53728.4,yes,Canada,Ontario,Toronto
939399.0,Berry Leppink,92578.08,yes,Canada,Ontario,Sudbury
945996.0,Merry Hadfield,53527.66,yes,Canada,Ontario,Kingston
950707.0,Jae Schearer,59056.23,yes,Canada,British Columbia,Vancouver
953693.0,Domitila Mayeshiba,52447.62,yes,Canada,Quebec,Montreal
954836.0,Porter Prahm,57022.06,yes,Canada,Quebec,Hull
955138.0,Augusta Buttaro,91035.57,yes,Canada,Nova Scotia,Halifax
959179.0,Joelle Ridenour,66946.7,yes,Canada,Alberta,Calgary
959793.0,Darrin Dierking,100163.81,yes,Canada,Ontario,Toronto
961331.0,Coletta Memolo,60209.67,yes,Canada,Saskatchewan,Regina
961961.0,Hassie Nader,52394.82,yes,Canada,Ontario,Kingston
961965.0,Indira Spain,59660.78,yes,Canada,New Brunswick,Moncton
962989.0,Luvenia Saraceno,54617.01,yes,Canada,Nova Scotia,Halifax
974875.0,Merideth Bruckman,103278.4,yes,Canada,Manitoba,Winnipeg
974875.0,Merideth Bruckman,103278.4,yes,Canada,Ontario,Toronto
977244.0,Sharda Delcour,56675.94,yes,Canada,Quebec,Montreal
987205.0,Roman Younker,71725.98,yes,Canada,Quebec,Montreal
