Loyalty#,Customer Name,TotalLifetimeValue,alert,Country,Province or State,City
227083.0,Alaina Aben,61183.22,yes,United States,Arkansas,Fayetteville
228516.0,Shane Genin,66997.31999999999,yes,United States,California,Los Angeles
232941.0,Sara Borba,93223.74,yes,United States,California,San Diego
233270.0,Alexis Steidinger,56042.97,yes,United States,Colorado,Colorado Springs
247634.0,Hannah Hardan,54664.53,yes,United States,California,San Francisco
249416.0,Dan Evelo,50060.76,yes,United States,Arizona,Tucson
251203.0,Jamee Knabe,79248.75,yes,United States,Colorado,Boulder
262749.0,Maybelle Niemczyk,66280.86,yes,United States,Alaska,Juneau
268138.0,Kathrine Leaven,51761.19,yes,United States,Colorado,Boulder
269407.0,Fredda Hopperstad,56675.94,yes,United States,Colorado,Denver
278098.0,Suzi Henri,54558.68,yes,United States,Arkansas,Little Rock
285236.0,Tiffanie Newbound,58166.55,yes,United States,California,Los Angeles
286749.0,Art Kazabi,63606.62,yes,United States,Connecticut,Norwalk
287798.0,Thanh Gallet,76394.45999999999,yes,United States,Florida,Miami
292392.0,Joellen Madan,69631.38,yes,United States,Arizona,Phoenix
293937.0,Glady Marbley,83490.02,yes,United States,California,Anaheim
297733.0,Shantelle Washam,66559.54,yes,United States,California,Los Angeles
297823.0,Glynis Souchet,121112.38,yes,United States,Alaska,Anchorage
302141.0,Meridith Lucis,76641.64,yes,United States,Colorado,Denver
305775.0,Apryl Bethel,56972.14,yes,United States,Georgia,Savannah
308471.0,Amberly Blide,52707.48,yes,United States,Connecticut,Norwalk
312710.0,Ka Faxon,71944.62,yes,United States,California,San Clara
314921.0,Vance Goudelock,51163.22,yes,United States,Alaska,Anchorage
315324.0,Carlene Olivieri,52578.54,yes,United States,Florida,Miami
319416.0,Parker Marchese,73721.82,yes,United States,Arizona,Phoenix
329288.0,Dean Selgrade,60951.56,yes,United States,California,Pasadena
330471.0,Anisa Rosbough,73721.82,yes,United States,Colorado,Denver
334777.0,Petrina Toone,64612.58,yes,United States,California,San Francisco
342039.0,Jae Batterman,67907.27,yes,United States,California,Los Angeles
344272.0,Verlene Mcchristion,61536.850000000006,yes,United States,Connecticut,Hartford
344340.0,Alphonse Bowlin,64900.78,yes,United States,Colorado,Colorado Springs
347784.0,Jutta Brojakowski,90698.67,yes,United States,California,San Francisco
348600.0,Long Daudelin,50481.67,yes,United States,Florida,Miami
348605.0,Neil Cartright,91774.83,yes,United States,Colorado,Denver
353489.0,Andres Maxfield,67907.27,yes,United States,Florida,Miami
353716.0,Lydia Hogenson,54765.64,yes,United States,California,San Francisco
358898.0,Margy Deprince,51995.5,yes,United States,California,San Francisco
359386.0,Libby Turcio,55286.48,yes,United States,Alaska,Anchorage
361120.0,Elfreda Salizar,93488.07,yes,United States,California,San Clara
367318.0,Hue Wiberg,61134.68,yes,United States,California,Los Angeles
367525.0,Willy Bellotti,52811.49,yes,United States,Alabama,Birmingham
370486.0,Mui Pizzi,73144.18000000001,yes,United States,California,Los Angeles
373114.0,Saturnina Hacke,83075.92,yes,United States,Florida,Miami
373114.0,Saturnina Hacke,83075.92,yes,United States,California,Los Angeles
373555.0,Yajaira Mccathern,57599.9,yes,United States,Alaska,Juneau
373888.0,Kina Holsing,68001.56,yes,United States,Colorado,Denver
376484.0,Katina Kitz,50417.29,yes,United States,Delaware,Wilmington
376806.0,Codi Gobler,58207.13,yes,United States,DC,Washington
379281.0,Yee Pointer,50294.22,yes,United States,California,Oakland
380739.0,Kandra Wickham,65728.8,yes,United States,California,San Clara
383273.0,Sheryl Pettes,74321.95000000001,yes,United States,Georgia,Atlanta
383697.0,Louetta Cheeseboro,174499.65000000002,yes,United States,Florida,Miami
383757.0,Shannon Latten,60648.93000000001,yes,United States,Florida,Orlando
383991.0,Trey Boe,62325.38,yes,United States,Georgia,Atlanta
384992.0,Magaly Susor,92156.43,yes,United States,California,San Francisco
386093.0,Ludie Tavarez,71800.16,yes,United States,Arizona,Phoenix
389184.0,Golden Sehl,52256.12,yes,United States,California,Los Angeles
390796.0,Georgianna Behanna,94311.26,yes,United States,Alabama,Birmingham
392199.0,Matha Sauve,113818.47,yes,United States,Florida,Miami
394815.0,Georgann Horen,57555.21,yes,United States,California,San Francisco
395324.0,Cristin Wommack,51471.63,yes,United States,California,Anaheim
404845.0,Tess Janoski,60209.04,yes,United States,Florida,Miami
407025.0,Gertude Krumbholz,80291.49,yes,United States,California,Los Angeles
407961.0,Bula Lim,107076.51,yes,United States,Florida,Miami
409991.0,Pasquale Dube,57427.67,yes,United States,Connecticut,Norwalk
411651.0,Andres Sapinski,60602.75,yes,United States,Alaska,Juneau
413844.0,Ileana Marcou,59353.62,yes,United States,Delaware,Wilmington
420202.0,Genevive Regnier,60670.02,yes,United States,Delaware,Wilmington
420821.0,So Bierlein,107076.51,yes,United States,California,Los Angeles
422761.0,Denis Lebouf,96628.77,yes,United States,DC,Washington
422761.0,Denis Lebouf,96628.77,yes,United States,California,Los Angeles
425322.0,Kaci Haener,69625.17,yes,United States,California,San Diego
425631.0,Trula Basone,58152.1,yes,United States,Arizona,Phoenix
429818.0,Minna Herauf,50637.07000000001,yes,United States,Arkansas,Little Rock
434955.0,Kristie Monfort,76394.45999999999,yes,United States,California,Los Angeles
435716.0,Jesica Kitelinger,65450.6,yes,United States,Florida,Miami
442826.0,Joette Mcelroy,52811.49,yes,United States,California,San Francisco
445891.0,Mafalda Leconte,60237.32,yes,United States,California,San Francisco
454237.0,Yajaira Coody,59088.44,yes,United States,California,Pasadena
454237.0,Yajaira Coody,59088.44,yes,United States,California,Los Angeles
462358.0,Martine Slostad,125363.7,yes,United States,Florida,Miami
463144.0,Royal Mimnaugh,59749.48,yes,United States,Delaware,Wilmington
465259.0,Gladys Zeinert,94232.79,yes,United States,California,Los Angeles
471098.0,Azucena Henninger,119320.98,yes,United States,California,Los Angeles
472292.0,Gerald Dailey,92604.16,yes,United States,California,Los Angeles
476623.0,Carrol Mccreight,76993.9,yes,United States,Georgia,Atlanta
480601.0,Lauran Kiryakoza,99159.81,yes,United States,Arkansas,Little Rock
481477.0,Veta Planagan,82286.18,yes,United States,Arizona,Phoenix
482170.0,Ema Southall,52394.82,yes,United States,Florida,Miami
486438.0,Angla Evanoff,55084.74,yes,United States,Colorado,Boulder
486707.0,Modesto Leichty,73832.34,yes,United States,Florida,Miami
489156.0,Myra Shary,64042.8,yes,United States,California,Los Angeles
491898.0,Marty Vauters,83575.8,yes,United States,Colorado,Denver
493359.0,Stormy Oberlin,64685.13,yes,United States,Connecticut,Hartford
499526.0,Jovita Djuric,70454.6,yes,United States,Arizona,Phoenix
501927.0,Lucia Dyett,52492.56,yes,United States,Arkansas,Little Rock
507244.0,Danilo Saults,93704.67,yes,United States,California,Los Angeles
512056.0,Wyatt Kielty,60015.79,yes,United States,Alabama,Mobile
514396.0,Teodoro Fiume,193856.28,yes,United States,California,Los Angeles
515250.0,Roberta Philben,51614.12,yes,United States,California,San Francisco
516272.0,Kaila Evancho,52394.82,yes,United States,California,Berkeley
517739.0,Marlena Romesburg,74103.72,yes,United States,California,San Diego
519250.0,Su Kifer,73721.46,yes,United States,Arkansas,Little Rock
521214.0,Daria Kuhnle,85478.88,yes,United States,California,Los Angeles
522143.0,Jadwiga Ryther,96433.95,yes,United States,Delaware,Wilmington
526675.0,Corina Rillera,70180.44,yes,United States,California,Los Angeles
526675.0,Corina Rillera,70180.44,yes,United States,Alabama,Mobile
528078.0,Lenore Bubbico,60626.62,yes,United States,Florida,Miami
531989.0,Tomoko Lindquist,52399.06,yes,United States,Alabama,Birmingham
534452.0,Kum Hanses,64701.740000000005,yes,United States,California,San Diego
536802.0,Sina Guidi,66946.7,yes,United States,Connecticut,Hartford
545395.0,Janell Smallmon,66025.75,yes,United States,Colorado,Denver
545642.0,Marhta Re,53800.54,yes,United States,Georgia,Atlanta
548234.0,Edra Vangelder,50568.26,yes,United States,California,Los Angeles
552907.0,Rhiannon Nygaro,52876.62,yes,United States,Florida,Miami
553515.0,Wilbert Coomes,55277.45,yes,United States,Connecticut,Norwalk
556006.0,Laurene Curto,52785.72,yes,United States,Alabama,Birmingham
556232.0,Deborah Vanproosdy,71560.25,yes,United States,Alaska,Juneau
558310.0,Jarrett Koehl,55161.1,yes,United States,Florida,Orlando
558505.0,Zackary Faulknen,86581.0,yes,United States,Arkansas,Little Rock
560365.0,Sylvia Gramolini,77700.6,yes,United States,DC,Washington
560977.0,Rodney Hamann,63033.02,yes,United States,Florida,Miami
562413.0,Ronda Chesmore,60883.17,yes,United States,Connecticut,Hartford
562943.0,Mikki Granda,75321.29999999999,yes,United States,Colorado,Boulder
567638.0,Candyce Hockensmith,53077.16,yes,United States,Florida,Miami
570790.0,Kerri Herby,107868.12,yes,United States,California,Los Angeles
570790.0,Kerri Herby,107868.12,yes,United States,Colorado,Boulder
572267.0,Mitsue Whiteis,50534.89,yes,United States,California,Los Angeles
573055.0,Chadwick Vetterick,59585.86,yes,United States,Alaska,Anchorage
573234.0,Katina Hendershott,57983.61,yes,United States,Florida,Miami
574527.0,Tawana Bloxham,50568.26,yes,United States,Florida,Miami
576806.0,Hildegard Mezzenga,58146.67999999999,yes,United States,Alaska,Anchorage
577680.0,Reyes Vassure,51016.07,yes,United States,California,Berkeley
580334.0,Meri Bolan,89920.26,yes,United States,California,Los Angeles
581662.0,Dulce Hoerner,54990.84,yes,United States,Georgia,Atlanta
586240.0,Hilde Shukla,71889.42,yes,United States,Georgia,Atlanta
589530.0,Michael Homans,56210.44,yes,United States,California,San Francisco
592992.0,Jacinto Mcgranor,78264.23000000001,yes,United States,Florida,Miami
593358.0,Winnifred Holzem,60304.95,yes,United States,Colorado,Denver
599662.0,Kevin Bolins,82330.41,yes,United States,California,San Diego
604359.0,Newton Swopshire,64388.87,yes,United States,California,Los Angeles
604359.0,Newton Swopshire,64388.87,yes,United States,Alabama,Birmingham
605787.0,Roy Joshlin,58801.35,yes,United States,California,Berkeley
608463.0,Gigi Cleath,72362.06,yes,United States,Colorado,Boulder
612473.0,Reggie Snavely,52827.1,yes,United States,Alabama,Birmingham
613290.0,Elsy Thidphy,58207.13,yes,United States,California,Berkeley
616198.0,Clair Kan,61134.68,yes,United States,Florida,Miami
619937.0,Rivka Learn,56238.58,yes,United States,Florida,Miami
633391.0,Shoshana Faber,55277.45,yes,United States,California,Berkeley
633611.0,Blake Bresette,129237.52,yes,United States,Florida,Miami
636201.0,Autumn Eckland,56656.94,yes,United States,California,Berkeley
640196.0,Mitzi Kenon,60951.56,yes,United States,Florida,Orlando
649194.0,Elliot Garity,91301.94,yes,United States,California,Pasadena
649620.0,Nadia Gadway,52047.09,yes,United States,Colorado,Denver
651341.0,Tracey Trusello,50956.5,yes,United States,California,San Diego
653082.0,Tesha Sengbusch,86581.0,yes,United States,Colorado,Denver
659697.0,Melani Sham,51624.18000000001,yes,United States,Florida,Miami
663022.0,Warren Finner,98442.86,yes,United States,California,San Diego
665240.0,Una Paar,62443.5,yes,United States,Florida,Miami
665814.0,Ramona Tajiri,58594.66,yes,United States,Florida,Miami
667167.0,Katheryn Lumbert,67862.25,yes,United States,Arkansas,Fayetteville
670273.0,Angelina Carabez,52447.62,yes,United States,Colorado,Colorado Springs
675442.0,Ninfa Deforge,56643.95,yes,United States,California,Los Angeles
678595.0,Leila Knippel,62469.78,yes,United States,Florida,Miami
679954.0,Keshia Mccraney,50555.2,yes,United States,Colorado,Boulder
679954.0,Keshia Mccraney,50555.2,yes,United States,Colorado,Denver
682030.0,Elke Bleck,66356.43000000001,yes,United States,Arizona,Tucson
684980.0,Ruthann Mckellips,52401.66,yes,United States,California,San Francisco
685595.0,Nikita Fico,68958.45000000001,yes,United States,California,San Clara
685815.0,Sid Stilgenbauer,63413.86,yes,United States,Florida,Miami
690857.0,Marin Bohne,77091.42,yes,United States,Connecticut,Norwalk
699623.0,Opal Alverest,58753.88,yes,United States,Alabama,Birmingham
700337.0,Angelo East,51800.4,yes,United States,California,Berkeley
704283.0,Jonas Peatry,69504.42,yes,United States,Connecticut,Norwalk
711474.0,Delphia Yurek,51426.25,yes,United States,DC,Washington
714090.0,Lael Pecararo,82150.86,yes,United States,Colorado,Denver
717599.0,Nubia Mcclaren,72748.02,yes,United States,Arizona,Phoenix
718521.0,Zita Roytek,58449.72,yes,United States,Colorado,Colorado Springs
719734.0,Carlita Voelker,51057.56999999999,yes,United States,Florida,Miami
722967.0,Raisa Sagedahl,57520.5,yes,United States,Florida,Miami
723712.0,Michel Ottey,51880.41,yes,United States,Florida,Miami
730042.0,Jennefer Kinley,51337.91,yes,United States,California,San Diego
733725.0,Stuart Veron,54984.84,yes,United States,California,San Francisco
749664.0,Marylouise Hanenberger,86053.04,yes,United States,Alaska,Anchorage
749857.0,Anitra Mangrich,64307.64,yes,United States,California,Pasadena
751639.0,Mafalda Kristek,72558.72,yes,United States,Colorado,Denver
751954.0,Neta Chevalier,63606.62,yes,United States,California,Anaheim
753176.0,Beatris Casner,50929.64,yes,United States,California,San Diego
755977.0,Dwana Ferran,58857.04,yes,United States,Alabama,Birmingham
758695.0,Maisie Carkhuff,55246.81,yes,United States,California,San Diego
761183.0,Olene Grindeland,51510.56,yes,United States,California,Los Angeles
761715.0,Ernestine Dobin,85306.92,yes,United States,Colorado,Boulder
763614.0,Veola Rosel,53540.9,yes,United States,California,San Francisco
769238.0,Jeremiah Esponda,53314.65,yes,United States,Florida,Orlando
785040.0,Bebe Valeriano,83971.08,yes,United States,California,Los Angeles
787464.0,Nena Trecarichi,61718.72,yes,United States,California,Los Angeles
791535.0,Lakesha Buonocore,77415.81,yes,United States,Colorado,Boulder
796575.0,Lincoln Whispell,64874.1,yes,United States,Connecticut,Norwalk
798533.0,Reginia Spieler,70648.82,yes,United States,Florida,Miami
808923.0,Kristy Skar,68180.08,yes,United States,Colorado,Denver
812818.0,Lekisha Klocke,63841.54,yes,United States,Arizona,Phoenix
817288.0,Janay Quitter,54209.8,yes,United States,California,Los Angeles
817713.0,Lakeesha Gallus,65286.16,yes,United States,Arkansas,Fayetteville
819020.0,Cleotilde Wodicka,55424.13,yes,United States,California,San Diego
827887.0,Wilma Babst,92289.78,yes,United States,Georgia,Atlanta
828233.0,Joaquin Safier,52394.82,yes,United States,California,Berkeley
834417.0,Rocio Millisor,249976.14,yes,United States,Arkansas,Fayetteville
839142.0,Kam Dercole,52466.61,yes,United States,Colorado,Boulder
852914.0,Justin Rohland,68606.45,yes,United States,California,San Diego
853544.0,Robyn Fandrich,121910.01,yes,United States,Arizona,Phoenix
866369.0,Jina Finstad,132051.5,yes,United States,Arizona,Phoenix
866774.0,Jade Hesselink,51199.81,yes,United States,California,Anaheim
870864.0,Gary Louka,94311.26,yes,United States,California,San Francisco
872300.0,Sunday Mishulouin,61422.45,yes,United States,Alabama,Mobile
873965.0,Titus Evon,54782.83,yes,United States,Florida,Miami
877835.0,Catrina Fedorka,148457.04,yes,United States,California,San Diego
887412.0,Emeline Limke,53197.38,yes,United States,Georgia,Atlanta
891547.0,Jeanelle Mcgraw,171130.25,yes,United States,Colorado,Denver
891547.0,Jeanelle Mcgraw,171130.25,yes,United States,Alabama,Birmingham
893731.0,Kendrick Gerking,100355.37,yes,United States,California,San Francisco
902966.0,Norah Servoss,89627.44,yes,United States,Delaware,Wilmington
904389.0,Lizabeth Borke,51426.25,yes,United States,California,Berkeley
912633.0,Aleisha Andrino,189820.81,yes,United States,California,Anaheim
917764.0,Wilmer Snode,65552.52,yes,United States,Florida,Tallahassee
927538.0,Cathryn Vyhnal,62431.38,yes,United States,California,Los Angeles
937033.0,Ernest Albritton,66705.03,yes,United States,Colorado,Denver
944003.0,Erwin Minnaert,106332.93,yes,United States,Arizona,Phoenix
950970.0,Lashaun Mammano,52102.59,yes,United States,Florida,Miami
956949.0,Sherry Badini,111452.49,yes,United States,Alabama,Birmingham
958825.0,Sena Uptegrove,83575.8,yes,United States,Arkansas,Little Rock
962860.0,Celsa Piearcy,56675.94,yes,United States,Arizona,Phoenix
969155.0,Lakiesha Blache,73225.96,yes,United States,California,Anaheim
972502.0,Johnette Zutell,177232.91999999998,yes,United States,California,Los Angeles
972502.0,Johnette Zutell,177232.91999999998,yes,United States,California,Berkeley
974473.0,Karina Golds,64393.2,yes,United States,California,Pasadena
975137.0,Sabina Blews,62012.87,yes,United States,California,Los Angeles
975576.0,Matt Haw,52487.72,yes,United States,Colorado,Denver
976264.0,Kathern Storck,70407.14,yes,United States,California,San Francisco
977490.0,Hailey Herek,53650.2,yes,United States,Alaska,Juneau
978644.0,Deadra Diblasio,66087.45000000001,yes,United States,Colorado,Denver
978928.0,Suzi Spinosa,54128.92,yes,United States,California,Anaheim
981584.0,Sydney Hafenstein,58536.0,yes,United States,Arizona,Phoenix
981802.0,Irish Eschenburg,51016.07,yes,United States,DC,Washington
982974.0,Rikki Piguet,55780.12,yes,United States,Delaware,Wilmington
984993.0,Cathryn Preusser,70027.08,yes,United States,Colorado,Boulder
993298.0,Hung Altenhofen,69222.76,yes,United States,Colorado,Denver
995317.0,Elwanda Vesey,70547.54999999999,yes,United States,California,San Diego
998050.0,Kenneth Ritchhart,53460.12,yes,United States,California,San Diego
